question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,{aliases[m]}_error,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,{aliases[m]}_error,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,{aliases[m]}_error,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures,{aliases[m]}_error
L8-005,8,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,4305,1,1.000,7489,,,1,1.000,2155,,,1,1.000,4072,,,1,1.000,3502,,
L8-006,8,2,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,0.612,3472,0,0.279,5008,mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname,,0,0.231,1664,mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname,,1,1.000,4079,,,1,0.940,3137,,
L8-007,8,1,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,0.415,3474,0,0.339,5687,,,0,0.280,1709,,,0,0.320,4387,,,1,0.720,2113,,
L8-008,8,1,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.178,3753,0,0.000,2427,mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|l8_008_missing_execution_plan,,0,0.000,2963,mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|l8_008_missing_execution_plan,,1,0.713,6553,l8_008_total_notional_mismatch,,0,0.000,3069,mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|mismatch_fieldname|l8_008_missing_execution_plan,
L8-009,8,3,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.3-70b-instruct,0.864,4637,0,0.457,4641,,,1,1.000,4781,,,1,1.000,4960,,,1,1.000,4165,,
L8-010,8,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.746,3857,1,0.826,7492,,,1,0.732,1792,,,1,0.771,3421,,,0,0.655,2722,,
L9-001,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1710,0,0.000,2235,l9_expected_value_mismatch,,0,0.000,2103,l9_expected_value_mismatch,,0,0.000,1404,l9_expected_value_mismatch,,0,0.000,1099,l9_expected_value_mismatch,
L9-002,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1900,0,0.000,3831,l9_expected_value_mismatch,,0,0.000,2321,l9_expected_value_mismatch,,0,0.000,558,l9_expected_value_mismatch,,0,0.000,890,l9_expected_value_mismatch,
L9-003,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2308,0,0.000,2709,l9_expected_value_mismatch,,0,0.000,1890,l9_expected_value_mismatch,,0,0.000,3621,l9_expected_value_mismatch,,0,0.000,1012,l9_expected_value_mismatch,
L9-004,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1884,0,0.000,1439,l9_expected_value_mismatch,,0,0.000,1146,l9_expected_value_mismatch,,0,0.000,2321,l9_expected_value_mismatch,,0,0.000,2631,l9_expected_value_mismatch,
L9-005,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2192,0,0.000,1682,l9_expected_value_mismatch,,0,0.000,2193,mismatch_fieldname,,0,0.000,3767,l9_expected_value_mismatch,,0,0.000,1126,l9_expected_value_mismatch,
L9-006,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1967,0,0.000,2717,l9_expected_value_mismatch,,0,0.000,2274,l9_expected_value_mismatch,,0,0.000,921,l9_expected_value_mismatch,,0,0.000,1957,l9_expected_value_mismatch,
L9-007,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1857,0,0.000,1962,l9_expected_value_mismatch,,0,0.000,2711,l9_expected_value_mismatch,,0,0.000,1626,l9_expected_value_mismatch,,0,0.000,1127,l9_expected_value_mismatch,
L9-008,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1169,0,0.000,1728,l9_expected_value_mismatch,,0,0.000,1431,mismatch_fieldname,,0,0.000,638,l9_expected_value_mismatch,,0,0.000,877,l9_expected_value_mismatch,
L9-009,9,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,2424,1,1.000,2719,,,0,0.000,3017,l9_expected_value_mismatch,,0,0.000,2071,l9_expected_value_mismatch,,0,0.000,1890,l9_expected_value_mismatch,
L9-010,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1627,0,0.000,1472,l9_expected_value_mismatch,,0,0.000,2074,l9_expected_value_mismatch,,0,0.000,1850,l9_expected_value_mismatch,,0,0.000,1111,l9_expected_value_mismatch,
L9-011,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,2034,1,1.000,4554,,,1,1.000,1492,,,1,1.000,808,,,1,1.000,1281,,
L9-012,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,1900,1,1.000,1663,,,1,1.000,3459,,,1,1.000,1420,,,1,1.000,1057,,
L9-013,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2017,0,0.000,1920,l9_expected_value_mismatch,,0,0.000,3802,l9_expected_value_mismatch,,0,0.000,1599,l9_expected_value_mismatch,,0,0.000,747,l9_expected_value_mismatch,
L9-014,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3226,0,0.000,3731,l9_expected_value_mismatch,,0,0.000,1548,mismatch_fieldname,,0,0.000,2546,l9_expected_value_mismatch,,0,0.000,5080,l9_expected_value_mismatch,
L9-015,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1760,0,0.000,1771,l9_expected_value_mismatch,,0,0.000,3507,l9_expected_value_mismatch,,0,0.000,853,l9_expected_value_mismatch,,0,0.000,910,l9_expected_value_mismatch,
L9-016,9,1,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,2535,1,1.000,1821,,,0,0.000,739,l9_expected_value_mismatch,,0,0.000,4481,l9_expected_value_mismatch,,0,0.000,3098,l9_expected_value_mismatch,
L9-017,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2134,0,0.000,3022,l9_expected_value_mismatch,,0,0.000,2399,l9_expected_value_mismatch,,0,0.000,2014,l9_expected_value_mismatch,,0,0.000,1101,l9_expected_value_mismatch,
L9-018,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,13236,0,0.000,1143,l9_expected_value_mismatch,,0,0.000,1284,l9_expected_value_mismatch,,0,0.000,1200,l9_expected_value_mismatch,,0,0.000,49315,l9_expected_value_mismatch,
L9-019,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2800,0,0.000,4722,l9_expected_value_mismatch,,0,0.000,1923,l9_expected_value_mismatch,,0,0.000,3346,l9_expected_value_mismatch,,0,0.000,1208,l9_expected_value_mismatch,
L9-020,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,1403,1,1.000,2870,,,1,1.000,1200,,,1,1.000,720,,,1,1.000,822,,
L9-021,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1941,0,0.000,2681,l9_expected_value_mismatch,,0,0.000,2094,l9_expected_value_mismatch,,0,0.000,1492,l9_expected_value_mismatch,,0,0.000,1496,l9_expected_value_mismatch,
L9-022,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,4200,0,0.000,1880,l9_expected_value_mismatch,,0,0.000,2711,mismatch_fieldname,,0,0.000,8917,l9_expected_value_mismatch,,0,0.000,3292,l9_expected_value_mismatch,
L9-023,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1030,0,0.000,993,l9_expected_value_mismatch,,0,0.000,1256,l9_expected_value_mismatch,,0,0.000,615,l9_expected_value_mismatch,,0,0.000,1254,l9_expected_value_mismatch,
L9-024,9,1,meta-llama/llama-4-maverick,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,1467,0,0.000,2091,l9_expected_value_mismatch,,1,1.000,2015,,,0,0.000,468,l9_expected_value_mismatch,,0,0.000,1293,l9_expected_value_mismatch,
L9-025,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1191,0,0.000,1377,l9_expected_value_mismatch,,0,0.000,1501,l9_expected_value_mismatch,,0,0.000,781,l9_expected_value_mismatch,,0,0.000,1105,l9_expected_value_mismatch,
L9-026,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2502,0,0.000,1783,l9_expected_value_mismatch,,0,0.000,3900,l9_expected_value_mismatch,,0,0.000,1811,l9_expected_value_mismatch,,0,0.000,2515,l9_expected_value_mismatch,
L9-027,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,11674,0,0.000,4372,mismatch_fieldname,,0,0.000,1791,l9_expected_value_mismatch,,0,0.000,613,l9_expected_value_mismatch,,0,0.000,39919,l9_expected_value_mismatch,
L9-028,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1438,1,1.000,2248,,,1,1.000,1349,,,1,1.000,661,,,0,0.000,1494,l9_expected_value_mismatch,
L9-029,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2737,0,0.000,3068,l9_expected_value_mismatch,,0,0.000,5904,l9_expected_value_mismatch,,0,0.000,567,l9_expected_value_mismatch,,0,0.000,1409,l9_expected_value_mismatch,
L9-030,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3085,0,0.000,6961,l9_expected_value_mismatch,,0,0.000,2861,mismatch_fieldname,,0,0.000,771,l9_expected_value_mismatch,,0,0.000,1745,l9_expected_value_mismatch,
L9-031,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2691,0,0.000,839,l9_expected_value_mismatch,,0,0.000,6044,l9_expected_value_mismatch,,0,0.000,3038,l9_expected_value_mismatch,,0,0.000,842,l9_expected_value_mismatch,
L9-032,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1352,1,1.000,1472,,,1,1.000,1469,,,1,1.000,733,,,0,0.000,1732,l9_expected_value_mismatch,
L9-033,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2395,0,0.000,3350,l9_expected_value_mismatch,,0,0.000,2689,l9_expected_value_mismatch,,0,0.000,2559,l9_expected_value_mismatch,,0,0.000,980,l9_expected_value_mismatch,
L9-034,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3489,0,0.000,8115,l9_expected_value_mismatch,,0,0.000,2389,l9_expected_value_mismatch,,0,0.000,1593,l9_expected_value_mismatch,,0,0.000,1859,l9_expected_value_mismatch,
L9-035,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1864,0,0.000,1714,l9_expected_value_mismatch,,0,0.000,2768,l9_expected_value_mismatch,,0,0.000,1646,l9_expected_value_mismatch,,0,0.000,1327,l9_expected_value_mismatch,
L9-036,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1368,1,1.000,2500,,,1,1.000,660,,,1,1.000,1441,,,0,0.000,871,l9_expected_value_mismatch,
L9-037,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1719,0,0.000,1152,l9_expected_value_mismatch,,0,0.000,3073,l9_expected_value_mismatch,,0,0.000,1397,l9_expected_value_mismatch,,0,0.000,1255,l9_expected_value_mismatch,
L9-038,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3081,0,0.000,1863,l9_expected_value_mismatch,,0,0.000,2767,mismatch_fieldname,,0,0.000,4153,l9_expected_value_mismatch,,0,0.000,3539,l9_expected_value_mismatch,
L9-039,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1249,0,0.000,2177,l9_expected_value_mismatch,,0,0.000,872,l9_expected_value_mismatch,,0,0.000,916,l9_expected_value_mismatch,,0,0.000,1031,l9_expected_value_mismatch,
L9-040,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1850,1,1.000,1446,,,1,1.000,1596,,,1,1.000,2990,,,0,0.000,1366,l9_expected_value_mismatch,
L9-041,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2573,0,0.000,2608,l9_expected_value_mismatch,,0,0.000,2891,l9_expected_value_mismatch,,0,0.000,3062,l9_expected_value_mismatch,,0,0.000,1730,l9_expected_value_mismatch,
L9-042,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1534,0,0.000,2327,l9_expected_value_mismatch,,0,0.000,1200,l9_expected_value_mismatch,,0,0.000,772,l9_expected_value_mismatch,,0,0.000,1838,l9_expected_value_mismatch,
L9-043,9,1,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.250,1185,0,0.000,1659,l9_expected_value_mismatch,,0,0.000,1125,l9_expected_value_mismatch,,1,1.000,612,,,0,0.000,1343,l9_expected_value_mismatch,
L9-044,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1638,1,1.000,1701,,,1,1.000,986,,,1,1.000,1831,,,0,0.000,2032,l9_expected_value_mismatch,
L9-045,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2421,0,0.000,4147,l9_expected_value_mismatch,,0,0.000,2003,l9_expected_value_mismatch,,0,0.000,1165,l9_expected_value_mismatch,,0,0.000,2367,l9_expected_value_mismatch,
L9-046,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3664,0,0.000,1853,l9_expected_value_mismatch,,0,0.000,2245,l9_expected_value_mismatch,,0,0.000,7350,l9_expected_value_mismatch,,0,0.000,3206,l9_expected_value_mismatch,
L9-047,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1571,0,0.000,1480,l9_expected_value_mismatch,,0,0.000,1003,l9_expected_value_mismatch,,0,0.000,2463,l9_expected_value_mismatch,,0,0.000,1337,l9_expected_value_mismatch,
L9-048,9,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,1891,1,1.000,3840,,,1,1.000,991,,,0,0.000,1539,l9_expected_value_mismatch,,0,0.000,1195,l9_expected_value_mismatch,
L9-049,9,2,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick,meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.500,2350,1,1.000,3187,,,1,1.000,2368,,,0,0.000,1790,l9_expected_value_mismatch,,0,0.000,2054,l9_expected_value_mismatch,
L9-050,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1652,0,0.000,2526,l9_expected_value_mismatch,,0,0.000,1940,l9_expected_value_mismatch,,0,0.000,998,l9_expected_value_mismatch,,0,0.000,1143,l9_expected_value_mismatch,
L9-051,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,11576,0,0.000,2152,l9_expected_value_mismatch,,0,0.000,4650,l9_expected_value_mismatch,,0,0.000,2869,l9_expected_value_mismatch,,0,0.000,36632,l9_expected_value_mismatch,
L9-052,9,3,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout,meta-llama/llama-3.1-8b-instruct,0.750,1904,1,1.000,1343,,,1,1.000,648,,,1,1.000,4631,,,0,0.000,993,l9_expected_value_mismatch,
L9-053,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1305,0,0.000,1924,l9_expected_value_mismatch,,0,0.000,1394,l9_expected_value_mismatch,,0,0.000,944,l9_expected_value_mismatch,,0,0.000,956,l9_expected_value_mismatch,
L9-054,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,3151,0,0.000,1090,l9_expected_value_mismatch,,0,0.000,1376,mismatch_fieldname,,0,0.000,6614,l9_expected_value_mismatch,,0,0.000,3523,l9_expected_value_mismatch,
L9-055,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2648,0,0.000,2941,l9_expected_value_mismatch,,0,0.000,2497,l9_expected_value_mismatch,,0,0.000,3955,l9_expected_value_mismatch,,0,0.000,1200,l9_expected_value_mismatch,
L9-056,9,1,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.250,2048,0,0.000,1791,l9_expected_value_mismatch,,0,0.000,1464,l9_expected_value_mismatch,,1,1.000,3651,,,0,0.000,1284,l9_expected_value_mismatch,
L9-057,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1990,0,0.000,2416,l9_expected_value_mismatch,,0,0.000,2491,l9_expected_value_mismatch,,0,0.000,1892,l9_expected_value_mismatch,,0,0.000,1162,l9_expected_value_mismatch,
L9-058,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1831,0,0.000,1192,l9_expected_value_mismatch,,0,0.000,2898,l9_expected_value_mismatch,,0,0.000,1875,l9_expected_value_mismatch,,0,0.000,1359,l9_expected_value_mismatch,
L9-059,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1597,0,0.000,1271,l9_expected_value_mismatch,,0,0.000,1901,l9_expected_value_mismatch,,0,0.000,2796,l9_expected_value_mismatch,,0,0.000,420,l9_expected_value_mismatch,
L9-060,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,1296,1,1.000,923,,,1,1.000,1764,,,1,1.000,1500,,,1,1.000,997,,
L9-061,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2667,0,0.000,2345,l9_expected_value_mismatch,,0,0.000,6316,l9_expected_value_mismatch,,0,0.000,636,l9_expected_value_mismatch,,0,0.000,1372,l9_expected_value_mismatch,
L9-062,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2768,0,0.000,1534,l9_expected_value_mismatch,,0,0.000,5324,l9_expected_value_mismatch,,0,0.000,1228,l9_expected_value_mismatch,,0,0.000,2987,l9_expected_value_mismatch,
L9-063,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1756,0,0.000,1631,l9_expected_value_mismatch,,0,0.000,1476,l9_expected_value_mismatch,,0,0.000,2991,l9_expected_value_mismatch,,0,0.000,925,l9_expected_value_mismatch,
L9-064,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2787,0,0.000,5335,l9_expected_value_mismatch,,0,0.000,2343,l9_expected_value_mismatch,,0,0.000,1319,l9_expected_value_mismatch,,0,0.000,2152,l9_expected_value_mismatch,
L9-065,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1590,0,0.000,2481,l9_expected_value_mismatch,,0,0.000,2295,l9_expected_value_mismatch,,0,0.000,494,l9_expected_value_mismatch,,0,0.000,1089,l9_expected_value_mismatch,
L9-066,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1507,0,0.000,1528,l9_expected_value_mismatch,,0,0.000,2287,l9_expected_value_mismatch,,0,0.000,634,l9_expected_value_mismatch,,0,0.000,1578,l9_expected_value_mismatch,
L9-067,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2194,0,0.000,5045,l9_expected_value_mismatch,,0,0.000,1621,l9_expected_value_mismatch,,0,0.000,537,l9_expected_value_mismatch,,0,0.000,1571,l9_expected_value_mismatch,
L9-068,9,4,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,,1.000,2128,1,1.000,1368,,,1,1.000,948,,,1,1.000,5105,,,1,1.000,1090,,
L9-069,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2074,0,0.000,2970,l9_expected_value_mismatch,,0,0.000,1317,l9_expected_value_mismatch,,0,0.000,2955,l9_expected_value_mismatch,,0,0.000,1052,l9_expected_value_mismatch,
L9-070,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,9951,0,0.000,2535,l9_expected_value_mismatch,,0,0.000,33072,l9_expected_value_mismatch,,0,0.000,2558,mismatch_fieldname,,0,0.000,1638,l9_expected_value_mismatch,
L9-071,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,1867,0,0.000,2668,l9_expected_value_mismatch,,0,0.000,1782,mismatch_fieldname,,0,0.000,1454,l9_expected_value_mismatch,,0,0.000,1565,l9_expected_value_mismatch,
L9-072,9,1,meta-llama/llama-4-scout,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-3.1-8b-instruct,0.250,2109,0,0.000,1777,l9_expected_value_mismatch,,0,0.000,1766,l9_expected_value_mismatch,,1,1.000,2951,,,0,0.000,1942,l9_expected_value_mismatch,
L9-073,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,2997,0,0.000,3377,l9_expected_value_mismatch,,0,0.000,3239,l9_expected_value_mismatch,,0,0.000,4625,l9_expected_value_mismatch,,0,0.000,747,l9_expected_value_mismatch,
L9-074,9,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.000,13596,0,0.000,726,l9_expected_value_mismatch,,0,0.000,875,l9_expected_value_mismatch,,0,0.000,9140,l9_expected_value_mismatch,,0,0.000,43642,l9_expected_value_mismatch,
